age_0,age_1,age_2,age_3,age_4,age_5,age_6,marital_0,marital_1,marital_2,education_0,education_1,education_2,balance,contact_0,contact_1,pdays,previous,y
0,0,0,0,0,0,1,0,1,1,1,0,0,1437,1,1,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,1,1,-1,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,0,0,1,1,-230,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,77,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,0,1,379,1,0,-1,0,yes
0,1,0,0,1,1,0,0,1,1,0,0,1,616,1,0,-1,0,no
0,1,0,0,1,0,1,0,0,1,0,0,1,581,1,0,173,2,no
0,1,1,0,0,1,0,1,0,0,1,0,1,404,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,0,0,0,1,68,1,0,-1,0,no
0,1,0,1,0,1,1,0,1,1,1,0,0,3965,1,1,-1,0,no
0,1,0,0,1,1,0,0,0,1,0,0,1,148,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,0,1,326,1,0,-1,0,no
0,0,0,1,1,1,0,0,1,1,0,1,1,358,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,1824,1,0,324,2,no
0,0,1,0,1,0,0,0,1,0,0,0,1,430,1,0,-1,0,no
0,0,0,0,0,1,1,0,1,0,0,0,1,54,1,0,-1,0,no
0,1,0,0,0,1,1,0,1,1,0,1,1,169,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,1,2829,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,1,0,655,1,0,184,1,yes
0,1,0,0,1,1,1,0,1,1,0,1,0,2935,1,0,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,1,1,52,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,0,1,1103,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,1,0,0,1,6429,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,1,0,385,1,0,193,7,no
0,1,0,0,1,0,1,0,1,1,0,0,1,1329,0,1,287,2,no
0,0,0,1,0,0,0,0,1,1,0,0,1,2119,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,0,1,3910,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,0,1,1204,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,0,1,594,1,0,-1,0,no
0,1,0,1,0,1,1,0,0,1,0,1,1,215,1,1,-1,0,no
0,0,1,1,1,1,0,0,1,0,0,1,0,23494,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,1,1,-530,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,498,1,1,-1,0,no
0,0,1,1,0,1,1,0,1,1,0,0,1,1384,1,1,-1,0,yes
0,0,1,1,1,1,1,0,1,0,0,1,1,431,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,0,1,-261,1,0,-1,0,no
0,0,1,1,1,1,1,0,1,0,0,1,0,26,0,1,-1,0,no
0,1,0,0,1,1,0,0,1,0,0,0,1,2158,1,0,-1,0,no
0,1,1,1,0,0,1,0,1,1,0,1,1,532,1,0,300,1,no
0,0,1,0,0,1,0,0,1,1,0,1,0,2440,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,1512,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,1,1,201,1,0,157,12,yes
0,0,1,1,0,0,0,0,1,1,0,1,1,139,1,1,-1,0,no
0,0,1,1,1,1,1,0,1,1,0,1,1,275,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,1,0,55,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,3297,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,0,0,0,1,1,0,1,0,0,0,1,89,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,0,0,1,0,2227,1,0,-1,0,no
0,1,0,0,1,1,1,0,1,0,0,0,1,360,1,1,-1,0,no
0,0,1,0,1,0,1,0,0,1,0,0,1,146,1,0,-1,0,yes
0,0,1,0,1,0,1,0,1,1,0,0,1,1350,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,0,1,1159,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,1,0,0,286,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,-47,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,0,2599,1,0,-1,0,yes
0,0,1,1,0,0,1,0,1,1,0,0,1,201,1,1,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,1,0,2326,1,0,-1,0,yes
0,0,1,1,0,0,1,0,1,1,0,1,0,-983,1,0,-1,0,no
0,0,0,0,1,0,1,0,1,0,0,0,1,614,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,1,1,259,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,0,0,1,0,416,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,1,0,3604,0,1,-1,0,no
0,0,0,1,1,1,0,0,1,1,0,1,0,3105,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,0,1,77,1,1,-1,0,no
0,1,0,0,1,1,1,0,1,1,0,1,1,472,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,180,1,0,70,2,no
0,0,1,0,1,1,1,0,1,1,0,0,1,508,1,0,172,1,no
0,1,0,0,0,0,0,0,1,0,0,0,1,1047,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,1,0,2195,0,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,2,1,0,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,1,0,591,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,0,1,328,1,1,-1,0,no
0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,-1,0,no
0,0,0,0,0,1,0,0,1,1,0,0,1,330,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,2024,1,1,-1,0,no
0,0,0,0,1,0,1,0,1,0,0,1,0,1619,1,1,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,1,1,720,1,1,-1,0,no
0,0,0,1,1,0,0,0,0,1,0,1,0,2131,1,0,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,-1,0,no
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,-1,0,no
0,1,0,0,1,1,1,0,1,1,0,0,1,1270,1,0,-1,0,no
0,0,0,0,1,0,1,0,0,1,0,1,0,539,1,0,-1,0,no
0,0,1,1,1,1,1,0,1,0,0,1,0,20585,1,0,100,1,yes
0,0,1,1,0,1,1,0,1,1,0,0,1,510,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,1,0,366,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,1293,1,0,-1,0,no
0,1,1,0,0,1,1,0,1,0,0,0,1,820,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,244,1,0,-1,0,no
0,0,0,0,1,1,0,0,0,1,0,1,0,810,1,0,-1,0,yes
0,0,0,0,1,0,1,0,0,1,0,0,1,273,1,1,-1,0,no
0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,812,1,0,279,1,no
0,0,1,0,1,1,1,0,1,1,0,0,1,672,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,0,1,1166,1,0,192,3,no
0,1,0,1,0,0,1,0,1,1,0,0,1,52,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,0,1,555,1,0,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,0,1,438,0,1,-1,0,no
0,0,1,0,1,0,1,0,1,1,0,0,1,6619,0,1,-1,0,yes
0,0,1,0,1,0,0,0,1,1,0,1,1,206,1,1,-1,0,no
0,1,0,0,1,1,1,0,0,1,0,0,1,9,1,0,-1,0,no
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,-1,0,no
0,0,0,0,0,1,1,0,1,1,0,0,1,491,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,0,0,0,1,838,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,1,0,1027,1,0,-1,0,no
0,1,0,0,1,0,1,0,0,1,1,0,0,1328,1,0,251,1,no
0,0,0,0,0,1,0,0,1,0,0,0,1,2573,1,0,-1,0,yes
0,1,0,0,1,0,0,0,0,1,0,0,1,588,1,0,186,1,no
0,0,1,1,1,1,0,0,1,0,0,1,0,159,1,0,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,0,1,35,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,2974,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,1,0,29230,1,0,-1,0,no
0,0,1,1,1,1,0,0,1,0,0,0,1,199,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,0,0,1,0,5958,1,0,-1,0,yes
0,0,1,0,1,0,1,0,0,1,1,0,0,2986,1,0,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,1,1,2408,0,1,-1,0,no
0,0,1,1,0,1,0,0,0,1,0,1,1,835,0,1,-1,0,no
0,0,1,1,0,1,0,0,1,0,0,1,0,229,1,0,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,0,1,273,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,1,1,186,1,1,-1,0,no
0,0,0,1,1,1,1,0,1,0,1,0,0,2022,1,0,97,12,yes
0,0,1,0,1,0,1,0,1,1,1,0,0,575,1,1,-1,0,no
0,0,1,1,1,1,1,0,1,0,0,1,0,72,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,0,1,525,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,1,882,1,0,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,1,0,890,1,0,-1,0,yes
0,0,0,0,1,1,0,0,1,1,0,1,1,-37,1,1,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,0,1,681,1,0,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,1,1,65,1,1,-1,0,yes
0,0,1,1,0,0,0,0,0,1,0,0,1,67,1,1,-1,0,no
0,0,0,0,1,1,1,0,0,1,0,1,0,10469,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,0,1,155,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,875,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,1,1,-186,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,1,0,558,1,0,-1,0,no
0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,475,1,1,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,0,1,19,1,1,-1,0,no
0,0,1,0,0,1,0,0,1,0,0,1,0,145,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,1,0,1536,1,0,182,3,no
0,0,0,1,0,0,0,0,1,1,0,0,1,644,0,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,1,908,1,0,-1,0,no
0,0,1,0,1,0,1,0,1,1,1,0,0,1848,1,0,260,1,no
0,0,1,1,0,0,0,0,1,1,0,0,1,209,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,363,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,0,0,0,1,184,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,0,1,16402,1,1,-1,0,no
0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,-1,0,no
0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,158,1,0,181,6,yes
0,0,0,1,1,0,1,0,1,1,0,1,0,2635,1,0,108,8,no
0,0,0,1,0,0,1,0,1,1,0,0,1,588,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,1,1,201,1,0,-1,0,no
0,1,1,0,0,1,0,1,0,0,1,0,1,775,1,0,96,3,yes
0,1,1,0,0,0,1,0,1,0,0,0,1,120,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,18,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,1,0,1,0,1852,1,0,-1,0,no
0,1,0,0,0,0,1,0,1,1,0,1,0,232,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,133,1,0,-1,0,yes
0,0,0,1,1,1,1,0,1,1,0,1,0,4923,1,0,219,12,no
0,0,1,1,1,1,1,0,1,1,0,0,1,267,1,0,-1,0,no
0,0,0,1,0,0,0,0,1,0,0,0,1,-688,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,56,1,0,-1,0,no
0,0,0,0,1,0,1,0,1,1,0,1,0,569,1,0,252,1,no
0,0,1,1,0,1,0,0,1,1,0,1,1,549,1,1,-1,0,no
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,no
0,0,0,1,0,0,0,0,1,1,0,0,1,72,1,0,352,2,no
0,0,0,0,0,1,0,0,1,0,0,0,1,246,1,0,-1,0,no
0,0,0,0,0,1,1,0,1,1,0,0,1,3790,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,6107,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,0,1,-932,1,1,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,1,1,985,1,0,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,1,0,345,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,1,0,2617,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,0,1,235,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,1,1,242,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,0,1,1409,1,1,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,1,1,139,1,1,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,1,0,1133,1,0,181,2,yes
0,0,1,1,1,1,0,0,1,0,0,1,0,1326,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,241,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,238,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,0,1,230,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,393,1,0,355,1,no
0,1,0,1,0,0,1,0,1,1,0,0,1,1794,1,0,-1,0,yes
0,0,1,0,1,0,0,0,1,1,0,0,1,2423,1,0,362,1,no
0,1,0,1,0,0,1,0,1,0,0,0,1,313,1,0,-1,0,yes
0,0,0,1,1,1,0,0,1,1,0,1,1,383,1,1,-1,0,no
0,0,1,1,1,1,0,0,1,0,0,0,1,206,1,0,-1,0,no
0,1,1,0,0,0,1,0,1,0,0,1,0,897,1,0,89,4,no
0,0,0,0,0,0,1,0,1,0,0,1,0,671,1,0,457,2,no
0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,185,2,no
0,0,1,1,0,0,0,0,1,0,0,0,1,55,1,0,-1,0,no
0,0,1,1,0,1,1,0,1,1,0,0,1,335,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,0,1,3494,1,0,-1,0,no
0,0,0,1,1,0,1,0,1,0,0,1,0,1727,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,645,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,0,1,404,1,0,367,4,no
0,0,0,0,0,1,1,0,1,1,0,0,1,331,1,0,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,1,0,2887,1,0,-1,0,no
0,1,1,1,0,0,0,0,1,1,0,1,1,1388,0,1,83,1,yes
0,0,0,0,1,0,0,0,1,0,0,0,1,9131,1,1,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,0,1,457,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,1,0,1004,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,19,1,1,-1,0,no
0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,-1,0,no
0,1,0,1,0,1,0,0,1,1,0,0,1,77,1,0,-1,0,yes
0,0,1,0,1,0,0,0,1,0,0,1,1,449,1,0,252,1,no
0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,0,1,276,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,0,1,3,1,1,-1,0,no
0,0,0,0,0,1,0,0,1,0,0,1,0,235,1,0,-1,0,yes
0,0,1,0,0,0,1,0,1,1,0,0,1,680,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,1,0,1,0,415,1,1,-1,0,no
0,0,1,1,0,1,1,0,1,1,0,0,1,611,1,0,212,1,no
0,0,0,1,0,0,0,0,0,1,0,1,1,3854,1,1,-1,0,no
0,1,0,0,1,1,1,0,0,1,0,1,0,3355,1,0,-1,0,no
0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,0,1,1,0,0,0,1,1,1,0,0,209,1,0,-1,0,no
0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,1,1,1738,0,1,-1,0,no
0,1,0,0,0,1,1,0,1,1,0,1,1,1330,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,2597,1,0,368,1,no
0,0,1,0,1,0,0,0,1,1,0,0,1,941,1,0,-1,0,no
0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,-1,0,no
0,0,1,1,0,0,1,0,1,1,0,1,0,-62,1,0,-1,0,no
0,0,1,0,0,1,0,0,0,1,0,1,1,299,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,1059,1,0,-1,0,no
0,0,1,0,0,0,1,0,1,0,0,1,0,556,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,1,0,2024,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,1,0,0,1,1800,1,1,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,0,1,42,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,247,1,1,-1,0,no
0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,0,1,6250,1,1,-1,0,no
0,0,1,0,1,0,1,0,0,1,0,1,0,1593,1,0,-1,0,no
0,0,1,1,1,1,0,0,1,0,0,1,0,521,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,1,0,2607,1,0,336,12,no
0,0,0,0,0,1,0,0,1,0,1,0,0,1082,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,1,0,0,1,1779,1,0,342,2,no
0,0,1,0,1,0,0,0,1,1,0,0,1,450,1,0,129,4,no
0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,0,1,3654,1,0,78,2,yes
0,0,1,0,0,1,0,0,1,1,0,1,0,-378,1,0,330,2,no
0,0,1,1,0,1,1,0,1,0,0,0,1,400,1,1,-1,0,no
0,0,0,0,0,0,1,0,0,1,0,1,1,117,1,1,-1,0,no
0,0,1,0,1,0,1,0,0,1,0,1,0,505,1,0,199,3,no
0,0,0,0,0,1,1,0,0,1,0,1,0,3932,1,1,-1,0,no
0,0,1,1,0,1,0,0,1,1,0,0,1,519,1,0,-1,0,no
0,0,0,0,0,0,1,0,1,1,0,0,1,186,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,0,1,1878,1,0,181,11,no
0,0,1,0,0,0,0,0,1,1,0,0,1,447,1,0,-1,0,no
0,0,1,0,1,1,1,0,0,1,0,0,1,313,1,0,-1,0,no
0,0,0,1,1,1,1,0,1,0,0,0,1,276,1,1,-1,0,no
0,0,1,1,1,1,0,0,1,0,0,1,1,535,1,1,-1,0,no
0,0,0,1,1,1,1,0,1,0,0,1,1,6,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,0,1,381,1,0,-1,0,no
0,0,1,0,0,1,0,0,1,1,0,0,1,5,1,0,-1,0,no
0,0,1,1,0,1,1,0,1,1,0,0,1,64,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,0,0,0,1,430,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,0,1,258,1,1,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,0,968,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,0,1,-475,1,0,301,1,no
0,1,0,1,0,0,1,0,1,0,1,0,0,-48,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,3743,1,0,-1,0,yes
0,0,1,0,1,0,1,0,1,1,0,0,1,1928,1,0,115,4,no
0,1,0,0,1,0,1,0,1,1,0,0,1,52,0,1,-1,0,no
0,1,0,0,1,1,0,0,1,0,0,1,0,992,1,0,-1,0,yes
0,0,1,1,0,1,1,0,1,1,0,1,0,20,1,0,151,2,no
0,0,1,1,1,1,1,0,1,0,0,1,0,5,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,1,0,3911,1,0,-1,0,no
0,1,0,0,0,0,1,0,1,1,0,0,1,922,1,0,339,1,no
0,1,0,0,0,1,1,0,1,1,0,0,1,1120,0,1,-1,0,no
0,0,0,0,1,1,0,0,1,1,1,0,0,-84,1,1,-1,0,no
0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,-1,0,yes
0,0,1,1,1,1,0,0,1,0,0,1,0,1646,1,0,-1,0,yes
0,0,1,1,0,0,1,0,1,1,0,0,1,-20,1,0,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,0,1,926,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,217,1,1,-1,0,no
0,0,0,1,1,0,1,0,1,1,0,1,0,3440,1,0,131,1,no
0,0,0,0,1,0,1,0,1,1,0,0,1,164,1,1,-1,0,no
0,0,0,0,1,0,1,0,1,1,1,0,0,976,1,1,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,0,1,154,1,0,-1,0,yes
0,1,0,0,1,0,1,0,0,1,0,0,1,390,0,1,-1,0,no
0,1,0,0,0,0,1,0,1,0,0,0,1,1277,1,0,-1,0,yes
0,0,1,1,0,1,1,0,1,1,0,1,1,1529,1,0,-1,0,no
0,0,0,1,0,0,0,0,1,1,0,1,1,147,1,0,168,2,no
0,1,0,1,0,0,1,0,1,1,0,1,0,4328,1,0,189,11,yes
0,1,0,0,0,1,0,0,1,1,0,0,1,3279,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,0,0,1,1,13620,1,0,-1,0,no
0,0,0,1,1,0,1,0,1,1,0,0,1,-9,1,1,-1,0,no
0,1,0,0,0,1,1,0,1,1,0,0,1,8545,1,0,167,1,no
0,0,1,0,0,0,0,0,1,1,0,0,1,3231,1,1,-1,0,no
0,0,0,0,1,1,1,0,1,1,0,1,0,-1001,1,0,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,1,0,585,1,1,-1,0,no
0,0,1,0,1,1,0,0,1,1,0,0,1,211,1,1,-1,0,no
0,1,0,0,0,1,0,0,1,1,0,0,1,335,1,0,76,1,yes
0,1,1,1,1,0,0,0,1,1,0,0,1,203,1,0,195,1,yes
0,0,1,0,1,0,1,0,1,1,0,0,1,2087,1,1,-1,0,no
0,0,1,1,1,1,1,0,1,0,0,0,1,145,1,0,89,3,no
0,0,1,0,0,1,0,0,1,1,0,1,1,260,0,1,-1,0,no
0,0,1,1,0,1,1,0,1,1,0,0,1,2039,1,0,-1,0,yes
0,0,1,1,0,0,1,0,1,0,0,1,0,121,1,1,-1,0,yes
0,0,1,0,1,0,1,0,1,1,0,1,0,21664,1,1,-1,0,no
0,0,0,1,0,0,0,0,1,1,0,0,1,43,1,0,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,-1,0,yes
0,1,0,0,1,1,0,0,1,0,0,1,0,1374,1,0,-1,0,no
0,0,0,0,1,0,0,0,1,0,1,0,0,71,1,1,-1,0,no
0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,1,0,4,1,0,-1,0,no
0,1,0,1,0,0,1,0,1,1,0,0,1,590,1,1,-1,0,no
0,1,0,0,1,0,1,0,1,1,0,0,1,2632,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,1,0,495,1,0,87,1,yes
0,0,1,1,0,1,1,0,1,1,0,0,1,741,1,0,335,6,no
0,0,1,0,0,1,1,0,1,1,0,1,0,3713,1,0,-1,0,no
0,0,1,1,0,0,1,0,1,1,0,0,1,2,1,0,-1,0,no
0,0,0,0,1,0,1,0,1,0,0,0,1,8637,1,0,-1,0,no
0,0,0,0,1,1,0,0,0,1,0,1,1,-6,1,1,-1,0,no
0,0,0,0,1,1,0,0,0,1,0,1,0,59,1,1,-1,0,no
0,1,0,0,1,1,0,0,1,1,0,1,0,46,1,0,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,1,0,1265,1,1,-1,0,no
0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,1,0,0,1,1785,1,1,-1,0,no
0,1,0,0,0,0,0,0,1,0,0,0,1,567,1,0,342,4,no
0,0,0,0,0,0,1,0,1,1,0,1,1,214,1,1,-1,0,no
0,1,0,0,0,1,1,0,1,1,0,0,1,2058,1,1,-1,0,no
0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,-1,0,no
0,0,0,0,1,0,1,0,1,1,0,1,1,-854,1,1,-1,0,no
0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,-1,0,no
0,0,0,0,1,1,0,0,1,1,0,1,1,458,1,0,363,1,no
0,1,1,0,1,1,1,0,1,1,0,1,1,155,0,1,53,3,yes
0,1,0,1,0,0,1,0,1,1,0,1,1,1379,1,0,-1,0,no
0,0,1,0,1,1,1,0,1,0,0,1,1,189,0,1,-1,0,no
0,0,0,1,0,1,0,0,0,1,0,1,1,1420,1,1,-1,0,no
0,0,0,1,1,0,0,0,1,1,0,1,1,1720,0,1,-1,0,no
0,1,1,1,1,0,0,0,1,1,0,0,1,2326,1,0,181,1,yes
0,1,0,0,1,1,0,0,1,1,0,0,1,728,1,1,-1,0,no
0,0,1,1,0,0,0,0,1,1,0,0,1,409,1,0,-1,0,no
0,0,1,0,0,0,0,0,1,1,0,1,0,3518,1,0,-1,0,no
0,0,0,1,0,1,1,0,1,1,0,0,1,681,0,1,-1,0,no
0,0,1,1,0,0,0,0,1,0,0,1,0,783,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,0,0,0,1,4,1,0,180,2,no
0,0,0,0,1,1,1,0,1,1,0,1,1,201,1,0,-1,0,no
0,0,1,0,0,1,1,0,1,1,0,1,1,329,1,1,-1,0,no
0,0,0,0,0,1,1,0,1,0,0,0,1,36,1,1,-1,0,no
