age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
45;*;married;secondary;*;75;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;1384;*;*;telephone;*;*;*;*;-1;0;*;no
42;*;single;primary;*;19;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;unknown;*;1033;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;115;*;*;cellular;*;*;*;*;194;1;*;no
44;*;married;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;31;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;tertiary;*;1373;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;tertiary;*;753;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;910;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;5521;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;divorced;secondary;*;-88;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;1454;*;*;telephone;*;*;*;*;-1;0;*;no
39;*;single;tertiary;*;2357;*;*;cellular;*;*;*;*;273;1;*;no
40;*;married;secondary;*;211;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;primary;*;3574;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;5506;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;single;tertiary;*;1040;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;tertiary;*;977;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;893;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;primary;*;7005;*;*;cellular;*;*;*;*;202;2;*;yes
60;*;married;secondary;*;3735;*;*;cellular;*;*;*;*;188;9;*;yes
32;*;single;secondary;*;1026;*;*;cellular;*;*;*;*;-1;0;*;yes
24;*;single;secondary;*;403;*;*;unknown;*;*;*;*;-1;0;*;yes
38;*;divorced;secondary;*;478;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;1251;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;299;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;divorced;secondary;*;175;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;divorced;primary;*;1927;*;*;cellular;*;*;*;*;275;3;*;no
69;*;divorced;secondary;*;4189;*;*;cellular;*;*;*;*;96;2;*;no
50;*;married;primary;*;235;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;married;tertiary;*;749;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;-1249;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;4709;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;divorced;tertiary;*;926;*;*;cellular;*;*;*;*;153;1;*;no
35;*;single;secondary;*;507;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;divorced;secondary;*;1194;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;unknown;*;196;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;secondary;*;-888;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;2481;*;*;cellular;*;*;*;*;101;2;*;no
*;*;*;*;*;148;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;244;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;2737;*;*;unknown;*;*;*;*;-1;0;*;no
53;*;married;secondary;*;6112;*;*;cellular;*;*;*;*;86;1;*;no
54;*;married;primary;*;-1818;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;unknown;*;1688;*;*;telephone;*;*;*;*;-1;0;*;no
58;*;divorced;primary;*;1299;*;*;cellular;*;*;*;*;234;2;*;no
50;*;married;secondary;*;238;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;divorced;secondary;*;284;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;1088;*;*;cellular;*;*;*;*;-1;0;*;yes
42;*;married;tertiary;*;365;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;single;tertiary;*;207;*;*;telephone;*;*;*;*;-1;0;*;no
19;*;single;secondary;*;302;*;*;cellular;*;*;*;*;-1;0;*;yes
27;*;married;secondary;*;7;*;*;unknown;*;*;*;*;-1;0;*;no
56;*;married;secondary;*;1560;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;516;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;-254;*;*;cellular;*;*;*;*;254;2;*;no
56;*;married;secondary;*;205;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;single;secondary;*;633;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;tertiary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;single;secondary;*;822;*;*;cellular;*;*;*;*;245;3;*;no
45;*;married;secondary;*;128;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;tertiary;*;1331;*;*;unknown;*;*;*;*;-1;0;*;yes
50;*;married;secondary;*;-187;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;single;tertiary;*;624;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;single;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;1375;*;*;telephone;*;*;*;*;321;7;*;no
37;*;married;secondary;*;6;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;-102;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;302;*;*;cellular;*;*;*;*;-1;0;*;yes
57;*;married;tertiary;*;1180;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;divorced;tertiary;*;252;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;divorced;tertiary;*;17964;*;*;cellular;*;*;*;*;96;3;*;yes
34;*;single;secondary;*;391;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;single;primary;*;-139;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;500;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;tertiary;*;5709;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;1116;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;married;tertiary;*;105;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;224;*;*;cellular;*;*;*;*;-1;0;*;yes
40;*;married;secondary;*;541;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;315;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;primary;*;315;*;*;unknown;*;*;*;*;-1;0;*;no
29;*;single;secondary;*;914;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;52;*;*;cellular;*;*;*;*;179;7;*;yes
27;*;single;tertiary;*;4661;*;*;cellular;*;*;*;*;-1;0;*;yes
52;*;married;secondary;*;113;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;tertiary;*;1023;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;married;tertiary;*;327;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;tertiary;*;228;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;divorced;secondary;*;7;*;*;cellular;*;*;*;*;199;1;*;no
53;*;single;secondary;*;1178;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;married;tertiary;*;540;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;single;tertiary;*;-295;*;*;cellular;*;*;*;*;190;2;*;no
49;*;married;tertiary;*;629;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;single;secondary;*;849;*;*;unknown;*;*;*;*;-1;0;*;yes
41;*;single;secondary;*;2242;*;*;cellular;*;*;*;*;-1;0;*;no
68;*;married;tertiary;*;2820;*;*;cellular;*;*;*;*;92;3;*;no
49;*;divorced;primary;*;49;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;614;*;*;cellular;*;*;*;*;343;2;*;no
44;*;divorced;secondary;*;445;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;primary;*;1097;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;divorced;secondary;*;-131;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;1563;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;336;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;primary;*;29;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;1;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;-193;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;763;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;divorced;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;married;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;807;*;*;cellular;*;*;*;*;172;4;*;no
70;*;married;secondary;*;2815;*;*;cellular;*;*;*;*;182;1;*;no
30;*;single;secondary;*;110;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;450;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;primary;*;2636;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;661;*;*;unknown;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;1685;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;unknown;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;226;*;*;cellular;*;*;*;*;179;10;*;yes
31;*;married;tertiary;*;120;*;*;cellular;*;*;*;*;-1;0;*;yes
57;*;married;primary;*;3549;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;4770;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;single;secondary;*;900;*;*;unknown;*;*;*;*;524;7;*;no
49;*;divorced;secondary;*;-403;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;single;tertiary;*;86;*;*;cellular;*;*;*;*;87;1;*;yes
34;*;married;secondary;*;2;*;*;cellular;*;*;*;*;167;6;*;no
34;*;divorced;secondary;*;151;*;*;cellular;*;*;*;*;361;1;*;no
34;*;married;tertiary;*;368;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;tertiary;*;1435;*;*;cellular;*;*;*;*;-1;0;*;yes
35;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;tertiary;*;1117;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;single;secondary;*;17092;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;tertiary;*;293;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;divorced;tertiary;*;1044;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;tertiary;*;-117;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;-1661;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;tertiary;*;1151;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;187;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;primary;*;392;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;married;secondary;*;863;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;413;*;*;cellular;*;*;*;*;341;2;*;no
20;*;single;unknown;*;4137;*;*;telephone;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;693;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;secondary;*;248;*;*;cellular;*;*;*;*;279;2;*;no
26;*;single;secondary;*;864;*;*;cellular;*;*;*;*;-1;0;*;yes
51;*;divorced;tertiary;*;482;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;855;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;single;tertiary;*;44;*;*;cellular;*;*;*;*;96;2;*;no
52;*;married;secondary;*;1818;*;*;cellular;*;*;*;*;111;4;*;no
26;*;single;secondary;*;96;*;*;cellular;*;*;*;*;345;1;*;no
41;*;married;secondary;*;514;*;*;telephone;*;*;*;*;-1;0;*;no
54;*;single;secondary;*;129;*;*;cellular;*;*;*;*;-1;0;*;yes
55;*;married;secondary;*;76;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;primary;*;3056;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;divorced;secondary;*;394;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;tertiary;*;135;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;single;tertiary;*;283;*;*;cellular;*;*;*;*;-1;0;*;yes
47;*;single;tertiary;*;153;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;single;primary;*;230;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;tertiary;*;1612;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;589;*;*;cellular;*;*;*;*;-1;0;*;yes
33;*;divorced;secondary;*;2411;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;2146;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;-625;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;2576;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;tertiary;*;6384;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;single;secondary;*;5802;*;*;cellular;*;*;*;*;-1;0;*;yes
35;*;single;primary;*;739;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;yes
39;*;married;secondary;*;2319;*;*;cellular;*;*;*;*;137;1;*;no
50;*;married;primary;*;1533;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;single;secondary;*;1254;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;single;secondary;*;1360;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;1928;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;tertiary;*;552;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;281;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;4749;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;6164;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;261;*;*;cellular;*;*;*;*;-1;0;*;yes
50;*;married;unknown;*;452;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;married;unknown;*;628;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;secondary;*;18;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;married;secondary;*;-247;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;primary;*;345;*;*;telephone;*;*;*;*;-1;0;*;no
48;*;divorced;tertiary;*;5041;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;2693;*;*;cellular;*;*;*;*;188;6;*;yes
59;*;divorced;tertiary;*;0;*;*;cellular;*;*;*;*;332;2;*;no
36;*;married;secondary;*;777;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;divorced;tertiary;*;2383;*;*;cellular;*;*;*;*;-1;0;*;yes
35;*;married;secondary;*;0;*;*;cellular;*;*;*;*;293;1;*;no
50;*;single;tertiary;*;218;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;primary;*;1429;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;primary;*;0;*;*;cellular;*;*;*;*;282;3;*;no
44;*;single;secondary;*;762;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;76;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;single;secondary;*;0;*;*;cellular;*;*;*;*;287;13;*;no
43;*;single;secondary;*;59;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;married;secondary;*;684;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;single;tertiary;*;651;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;single;tertiary;*;1146;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;1116;*;*;cellular;*;*;*;*;286;2;*;no
56;*;single;secondary;*;2815;*;*;cellular;*;*;*;*;-1;0;*;yes
42;*;married;tertiary;*;294;*;*;cellular;*;*;*;*;-1;0;*;yes
50;*;married;secondary;*;1575;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;3301;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;251;*;*;cellular;*;*;*;*;-1;0;*;yes
51;*;married;secondary;*;34;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;7387;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;tertiary;*;313;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;primary;*;8139;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;married;tertiary;*;8;*;*;cellular;*;*;*;*;370;2;*;no
36;*;single;secondary;*;1044;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;2067;*;*;cellular;*;*;*;*;325;4;*;no
58;*;married;unknown;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;primary;*;1596;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;2201;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;divorced;secondary;*;2;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;412;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;-232;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;divorced;secondary;*;164;*;*;unknown;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;368;*;*;cellular;*;*;*;*;90;4;*;yes
37;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;divorced;unknown;*;1043;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;235;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;251;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;married;unknown;*;2445;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;married;primary;*;927;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;2432;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;710;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;primary;*;1978;*;*;cellular;*;*;*;*;-1;0;*;no
63;*;married;tertiary;*;133;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;659;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;unknown;*;677;*;*;cellular;*;*;*;*;99;4;*;no
46;*;married;primary;*;2904;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;771;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;tertiary;*;127;*;*;cellular;*;*;*;*;-1;0;*;yes
38;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;yes
56;*;divorced;secondary;*;72;*;*;cellular;*;*;*;*;357;4;*;no
38;*;single;tertiary;*;1637;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;168;*;*;cellular;*;*;*;*;355;1;*;no
34;*;married;tertiary;*;395;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;19796;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;tertiary;*;12212;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;single;secondary;*;614;*;*;cellular;*;*;*;*;258;1;*;no
49;*;single;secondary;*;7426;*;*;telephone;*;*;*;*;-1;0;*;no
26;*;single;primary;*;179;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;232;*;*;telephone;*;*;*;*;324;7;*;no
39;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;unknown;*;3658;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
60;*;married;secondary;*;938;*;*;cellular;*;*;*;*;-1;0;*;yes
59;*;married;secondary;*;149;*;*;telephone;*;*;*;*;-1;0;*;no
29;*;married;secondary;*;535;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;486;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;divorced;tertiary;*;168;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;single;tertiary;*;447;*;*;unknown;*;*;*;*;-1;0;*;no
46;*;divorced;secondary;*;350;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;divorced;tertiary;*;49;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;secondary;*;-470;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;married;unknown;*;989;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;41630;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;divorced;secondary;*;510;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;secondary;*;2849;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;1350;*;*;cellular;*;*;*;*;388;1;*;no
38;*;married;tertiary;*;5669;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;married;tertiary;*;2666;*;*;cellular;*;*;*;*;97;6;*;yes
30;*;single;tertiary;*;16922;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;tertiary;*;446;*;*;telephone;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;-236;*;*;cellular;*;*;*;*;-1;0;*;yes
27;*;married;tertiary;*;159;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;-24;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;single;secondary;*;1810;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;single;secondary;*;19343;*;*;unknown;*;*;*;*;-1;0;*;no
*;*;*;*;*;278;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;divorced;tertiary;*;497;*;*;cellular;*;*;*;*;363;22;*;no
33;*;divorced;secondary;*;1005;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;single;tertiary;*;382;*;*;cellular;*;*;*;*;94;1;*;no
26;*;single;tertiary;*;33;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;-123;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;divorced;secondary;*;321;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;tertiary;*;223;*;*;telephone;*;*;*;*;119;1;*;yes
31;*;married;secondary;*;6699;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;1417;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;single;tertiary;*;11008;*;*;cellular;*;*;*;*;405;1;*;yes
28;*;married;secondary;*;687;*;*;cellular;*;*;*;*;33;2;*;no
44;*;single;primary;*;-4;*;*;cellular;*;*;*;*;-1;0;*;yes
83;*;divorced;primary;*;0;*;*;telephone;*;*;*;*;77;3;*;no
46;*;married;tertiary;*;-319;*;*;cellular;*;*;*;*;256;1;*;no
45;*;divorced;secondary;*;1735;*;*;unknown;*;*;*;*;-1;0;*;no
46;*;divorced;tertiary;*;743;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;primary;*;3658;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;298;*;*;cellular;*;*;*;*;323;7;*;no
56;*;married;tertiary;*;411;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;married;tertiary;*;9916;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;divorced;tertiary;*;15;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;-632;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;single;tertiary;*;130;*;*;cellular;*;*;*;*;302;1;*;no
48;*;married;primary;*;1375;*;*;cellular;*;*;*;*;172;2;*;no
47;*;married;secondary;*;443;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;divorced;secondary;*;83;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;divorced;secondary;*;454;*;*;cellular;*;*;*;*;131;1;*;no
44;*;married;primary;*;1485;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;unknown;*;622;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;married;tertiary;*;299;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;divorced;unknown;*;10287;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;1681;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;601;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;840;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;340;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;married;secondary;*;520;*;*;unknown;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;594;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;398;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;primary;*;1483;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;primary;*;121;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;married;secondary;*;1827;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;single;tertiary;*;72;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;tertiary;*;707;*;*;telephone;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;123;*;*;unknown;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;361;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;unknown;*;-320;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;169;*;*;telephone;*;*;*;*;-1;0;*;yes
43;*;married;primary;*;731;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;tertiary;*;1;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;145;*;*;cellular;*;*;*;*;252;2;*;no
30;*;single;tertiary;*;2030;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;178;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;married;tertiary;*;1016;*;*;telephone;*;*;*;*;-1;0;*;no
60;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;2;*;*;telephone;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;3331;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;primary;*;1918;*;*;cellular;*;*;*;*;172;1;*;no
35;*;divorced;secondary;*;556;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;divorced;secondary;*;688;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;single;secondary;*;449;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;tertiary;*;-337;*;*;cellular;*;*;*;*;-1;0;*;no
