Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC,test_size,k_anonymity,l_diversity,suppression_limit,epochs,custom_generated_rows
SVM,CTGAN,0.4904,0.3817,0.4904,0.4037,,,0.0374,0.0485,0.05,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.05,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.05,,,,50,10000
DecisionTree,CTGAN,0.4994,0.5488,0.4994,0.5151,,,0.2308,0.2357,0.1,,,,50,10000
DecisionTree,GaussianCopula,0.3706,0.3638,0.3706,0.365,,,-0.0245,-0.0247,0.1,,,,50,10000
DecisionTree,TVAE,0.5955,0.6198,0.5955,0.6008,,,0.3631,0.368,0.1,,,,50,10000
KNN,CTGAN,0.4418,0.4589,0.4418,0.4427,,,0.119,0.1215,0.1,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.1,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.1,,,,50,10000
LogisticRegression,CTGAN,0.6034,0.565,0.6034,0.5802,,,0.3342,0.3377,0.1,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.1,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.1,,,,50,10000
RandomForest,CTGAN,0.6294,0.5974,0.6294,0.6103,,,0.3805,0.3832,0.1,,,,50,10000
RandomForest,GaussianCopula,0.5299,0.4703,0.5299,0.482,,,0.1747,0.1865,0.1,,,,50,10000
RandomForest,TVAE,0.6859,0.6757,0.6859,0.6757,,,0.4854,0.4894,0.1,,,,50,10000
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214,0.1,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.1,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.1,,,,50,10000
DecisionTree,CTGAN,0.4712,0.5378,0.4712,0.4926,,,0.1996,0.2066,0.15,,,,50,10000
DecisionTree,GaussianCopula,0.4282,0.4065,0.4282,0.4145,,,0.0418,0.0422,0.15,,,,50,10000
DecisionTree,TVAE,0.5887,0.618,0.5887,0.5932,,,0.3529,0.3601,0.15,,,,50,10000
KNN,CTGAN,0.4034,0.4319,0.4034,0.4143,,,0.0682,0.0689,0.15,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.15,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.15,,,,50,10000
LogisticRegression,CTGAN,0.6045,0.6052,0.6045,0.6045,,,0.3536,0.3539,0.15,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.15,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.15,,,,50,10000
RandomForest,CTGAN,0.5887,0.6058,0.5887,0.5965,,,0.3427,0.3433,0.15,,,,50,10000
RandomForest,GaussianCopula,0.5345,0.4717,0.5345,0.4756,,,0.1705,0.1887,0.15,,,,50,10000
RandomForest,TVAE,0.6915,0.6908,0.6915,0.685,,,0.498,0.5031,0.15,,,,50,10000
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214,0.15,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.15,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.15,,,,50,10000
DecisionTree,CTGAN,0.5085,0.524,0.5085,0.5126,,,0.2073,0.2088,0.2,,,,50,10000
DecisionTree,GaussianCopula,0.3966,0.3714,0.3966,0.3795,,,-0.0115,-0.0117,0.2,,,,50,10000
DecisionTree,TVAE,0.6045,0.6307,0.6045,0.6109,,,0.3767,0.3816,0.2,,,,50,10000
KNN,CTGAN,0.4791,0.4433,0.4791,0.4547,,,0.1057,0.108,0.2,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.2,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.2,,,,50,10000
LogisticRegression,CTGAN,0.6475,0.5447,0.6475,0.5768,,,0.3539,0.4012,0.2,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.2,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.2,,,,50,10000
RandomForest,CTGAN,0.6192,0.5467,0.6192,0.5687,,,0.3228,0.3441,0.2,,,,50,10000
RandomForest,GaussianCopula,0.5311,0.472,0.5311,0.4742,,,0.1726,0.1893,0.2,,,,50,10000
RandomForest,TVAE,0.6949,0.6842,0.6949,0.6843,,,0.4999,0.5041,0.2,,,,50,10000
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.2,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.2,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.2,,,,50,10000
DecisionTree,CTGAN,0.4689,0.5245,0.4689,0.4893,,,0.1854,0.1895,0.25,,,,50,10000
DecisionTree,GaussianCopula,0.391,0.3969,0.391,0.3914,,,0.0235,0.0237,0.25,,,,50,10000
DecisionTree,TVAE,0.5898,0.625,0.5898,0.598,,,0.359,0.3655,0.25,,,,50,10000
KNN,CTGAN,0.4169,0.4403,0.4169,0.42,,,0.0899,0.092,0.25,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.25,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.25,,,,50,10000
LogisticRegression,CTGAN,0.5989,0.5845,0.5989,0.5913,,,0.3413,0.3417,0.25,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.25,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.25,,,,50,10000
RandomForest,CTGAN,0.6,0.598,0.6,0.5977,,,0.3536,0.3545,0.25,,,,50,10000
RandomForest,GaussianCopula,0.5571,0.5085,0.5571,0.502,,,0.2107,0.2335,0.25,,,,50,10000
RandomForest,TVAE,0.6791,0.6717,0.6791,0.6675,,,0.4742,0.4805,0.25,,,,50,10000
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214,0.25,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.25,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.25,,,,50,10000
DecisionTree,CTGAN,0.4915,0.5253,0.4915,0.4964,,,0.2079,0.2135,0.3,,,,50,10000
DecisionTree,GaussianCopula,0.3864,0.3846,0.3864,0.3816,,,0.0074,0.0075,0.3,,,,50,10000
DecisionTree,TVAE,0.6056,0.6232,0.6056,0.6087,,,0.3736,0.3779,0.3,,,,50,10000
KNN,CTGAN,0.4927,0.4707,0.4927,0.474,,,0.1488,0.1513,0.3,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.3,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.3,,,,50,10000
LogisticRegression,CTGAN,0.6294,0.5542,0.6294,0.5791,,,0.364,0.3773,0.3,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.3,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.3,,,,50,10000
RandomForest,CTGAN,0.6418,0.6063,0.6418,0.5847,,,0.385,0.404,0.3,,,,50,10000
RandomForest,GaussianCopula,0.5367,0.4663,0.5367,0.4836,,,0.1739,0.1877,0.3,,,,50,10000
RandomForest,TVAE,0.6746,0.6676,0.6746,0.6641,,,0.4688,0.4746,0.3,,,,50,10000
SVM,CTGAN,0.4508,0.3528,0.4508,0.3907,,,0.0004,0.0005,0.3,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.3,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.3,,,,50,10000
DecisionTree,CTGAN,0.4633,0.5214,0.4633,0.4839,,,0.1805,0.1852,0.35,,,,50,10000
DecisionTree,GaussianCopula,0.4102,0.3906,0.4102,0.3941,,,0.0177,0.0181,0.35,,,,50,10000
DecisionTree,TVAE,0.6124,0.6343,0.6124,0.6176,,,0.3874,0.3917,0.35,,,,50,10000
KNN,CTGAN,0.4158,0.4373,0.4158,0.4207,,,0.0866,0.0879,0.35,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.35,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.35,,,,50,10000
LogisticRegression,CTGAN,0.6147,0.5926,0.6147,0.6016,,,0.3662,0.3678,0.35,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.35,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.35,,,,50,10000
RandomForest,CTGAN,0.6034,0.6033,0.6034,0.6022,,,0.3598,0.3605,0.35,,,,50,10000
RandomForest,GaussianCopula,0.5424,0.4833,0.5424,0.4697,,,0.1683,0.1983,0.35,,,,50,10000
RandomForest,TVAE,0.6814,0.6796,0.6814,0.6725,,,0.4812,0.4879,0.35,,,,50,10000
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214,0.35,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.35,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.35,,,,50,10000
DecisionTree,CTGAN,0.4384,0.518,0.4384,0.4635,,,0.1577,0.1642,0.4,,,,50,10000
DecisionTree,GaussianCopula,0.4079,0.3932,0.4079,0.3982,,,0.0204,0.0205,0.4,,,,50,10000
DecisionTree,TVAE,0.5977,0.6221,0.5977,0.6015,,,0.3657,0.3717,0.4,,,,50,10000
KNN,CTGAN,0.435,0.4444,0.435,0.43,,,0.1041,0.1071,0.4,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.4,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.4,,,,50,10000
LogisticRegression,CTGAN,0.6226,0.576,0.6226,0.5945,,,0.363,0.3678,0.4,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.4,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.4,,,,50,10000
RandomForest,CTGAN,0.5864,0.5826,0.5864,0.5803,,,0.3324,0.3354,0.4,,,,50,10000
RandomForest,GaussianCopula,0.5356,0.4909,0.5356,0.464,,,0.1639,0.1922,0.4,,,,50,10000
RandomForest,TVAE,0.7006,0.6919,0.7006,0.6897,,,0.5087,0.5138,0.4,,,,50,10000
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214,0.4,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.4,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.4,,,,50,10000
DecisionTree,CTGAN,0.4282,0.5034,0.4282,0.4523,,,0.1407,0.1461,0.45,,,,50,10000
DecisionTree,GaussianCopula,0.3853,0.3852,0.3853,0.3852,,,0.0016,0.0016,0.45,,,,50,10000
DecisionTree,TVAE,0.5989,0.6257,0.5989,0.6053,,,0.3682,0.3732,0.45,,,,50,10000
KNN,CTGAN,0.3932,0.4502,0.3932,0.4118,,,0.0819,0.0847,0.45,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.45,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.45,,,,50,10000
LogisticRegression,CTGAN,0.5944,0.6029,0.5944,0.5945,,,0.3293,0.3317,0.45,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.45,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.45,,,,50,10000
RandomForest,CTGAN,0.5706,0.5902,0.5706,0.5791,,,0.3177,0.3187,0.45,,,,50,10000
RandomForest,GaussianCopula,0.5367,0.477,0.5367,0.4801,,,0.1777,0.1954,0.45,,,,50,10000
RandomForest,TVAE,0.6802,0.6738,0.6802,0.6697,,,0.4769,0.4829,0.45,,,,50,10000
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214,0.45,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.45,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.45,,,,50,10000
DecisionTree,CTGAN,0.4655,0.5066,0.4655,0.4816,,,0.1687,0.171,0.5,,,,50,10000
DecisionTree,GaussianCopula,0.3887,0.385,0.3887,0.3856,,,0.0047,0.0048,0.5,,,,50,10000
DecisionTree,TVAE,0.6011,0.6293,0.6011,0.6084,,,0.3723,0.3772,0.5,,,,50,10000
KNN,CTGAN,0.4825,0.4946,0.4825,0.4854,,,0.1743,0.1757,0.5,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.5,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.5,,,,50,10000
LogisticRegression,CTGAN,0.5977,0.5356,0.5977,0.562,,,0.316,0.322,0.5,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.5,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.5,,,,50,10000
RandomForest,CTGAN,0.6,0.5786,0.6,0.5855,,,0.3427,0.3456,0.5,,,,50,10000
RandomForest,GaussianCopula,0.5379,0.4843,0.5379,0.4919,,,0.1927,0.2052,0.5,,,,50,10000
RandomForest,TVAE,0.687,0.6817,0.687,0.677,,,0.4886,0.4946,0.5,,,,50,10000
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214,0.5,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.5,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.5,,,,50,10000
DecisionTree,CTGAN,0.5469,0.5475,0.5469,0.5448,,,0.254,0.2552,0.55,,,,50,10000
DecisionTree,GaussianCopula,0.3774,0.3809,0.3774,0.3788,,,-0.0028,-0.0028,0.55,,,,50,10000
DecisionTree,TVAE,0.6147,0.6338,0.6147,0.6167,,,0.3888,0.3946,0.55,,,,50,10000
KNN,CTGAN,0.4938,0.4546,0.4938,0.4664,,,0.1289,0.132,0.55,,,,50,10000
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156,0.55,,,,50,10000
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076,0.55,,,,50,10000
LogisticRegression,CTGAN,0.6599,0.583,0.6599,0.5926,,,0.3818,0.4234,0.55,,,,50,10000
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29,0.55,,,,50,10000
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682,0.55,,,,50,10000
RandomForest,CTGAN,0.6723,0.5984,0.6723,0.6156,,,0.4193,0.4435,0.55,,,,50,10000
RandomForest,GaussianCopula,0.5345,0.4676,0.5345,0.4824,,,0.1793,0.1923,0.55,,,,50,10000
RandomForest,TVAE,0.6768,0.673,0.6768,0.6669,,,0.474,0.4808,0.55,,,,50,10000
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.55,,,,50,10000
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0,0.55,,,,50,10000
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407,0.55,,,,50,10000
