Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC,test_size,k_anonymity,l_diversity,suppression_limit,epochs,custom_generated_rows
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.1,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.1,,,,50,10000
LogisticRegression,CTGAN,0.6667,0.6151,0.6667,0.622,,,0.073,0.0823,0.1,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.1,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.1,,,,50,10000
RandomForest,CTGAN,0.6458,0.5711,0.6458,0.5885,,,-0.0077,-0.0091,0.1,,,,50,10000
RandomForest,GaussianCopula,0.7847,0.7894,0.7847,0.7577,,,0.4058,0.4521,0.1,,,,50,10000
RandomForest,TVAE,0.5556,0.5771,0.5556,0.5648,,,0.0035,0.0035,0.1,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.1,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.1,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.1,,,,50,10000
DecisionTree,CTGAN,0.4028,0.5187,0.4028,0.4161,,,-0.0886,-0.109,0.15,,,,50,10000
DecisionTree,GaussianCopula,0.7083,0.7121,0.7083,0.7101,,,0.3214,0.3215,0.15,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.15,,,,50,10000
KNN,CTGAN,0.5833,0.5404,0.5833,0.5575,,,-0.0778,-0.0804,0.15,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.15,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.15,,,,50,10000
LogisticRegression,CTGAN,0.4931,0.6282,0.4931,0.5034,,,0.0805,0.0999,0.15,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.15,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.15,,,,50,10000
RandomForest,CTGAN,0.5903,0.5823,0.5903,0.5861,,,0.0158,0.0158,0.15,,,,50,10000
RandomForest,GaussianCopula,0.7708,0.7627,0.7708,0.7492,,,0.3857,0.4124,0.15,,,,50,10000
RandomForest,TVAE,0.6319,0.5821,0.6319,0.5972,,,0.0134,0.0144,0.15,,,,50,10000
SVM,CTGAN,0.6875,0.4808,0.6875,0.5658,,,-0.0138,-0.0555,0.15,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.15,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.15,,,,50,10000
DecisionTree,CTGAN,0.5069,0.5218,0.5069,0.5139,,,-0.126,-0.1264,0.2,,,,50,10000
DecisionTree,GaussianCopula,0.7292,0.7427,0.7292,0.7342,,,0.389,0.3914,0.2,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.2,,,,50,10000
KNN,CTGAN,0.6319,0.5945,0.6319,0.607,,,0.0412,0.0428,0.2,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.2,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,,,,50,10000
LogisticRegression,CTGAN,0.6528,0.5681,0.6528,0.5856,,,-0.0112,-0.0141,0.2,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.2,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.2,,,,50,10000
RandomForest,CTGAN,0.6597,0.5463,0.6597,0.5727,,,-0.0316,-0.0467,0.2,,,,50,10000
RandomForest,GaussianCopula,0.8056,0.8238,0.8056,0.7795,,,0.4592,0.5183,0.2,,,,50,10000
RandomForest,TVAE,0.6111,0.5791,0.6111,0.5914,,,0.0079,0.0081,0.2,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.2,,,,50,10000
DecisionTree,CTGAN,0.4722,0.5636,0.4722,0.4917,,,-0.0224,-0.0252,0.25,,,,50,10000
DecisionTree,GaussianCopula,0.6806,0.6806,0.6806,0.6806,,,0.2473,0.2473,0.25,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.25,,,,50,10000
KNN,CTGAN,0.625,0.4664,0.625,0.5342,,,-0.1276,-0.1812,0.25,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.25,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.25,,,,50,10000
LogisticRegression,CTGAN,0.6875,0.6176,0.6875,0.5985,,,0.0369,0.0604,0.25,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.25,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.25,,,,50,10000
RandomForest,CTGAN,0.6528,0.5131,0.6528,0.5591,,,-0.0613,-0.0951,0.25,,,,50,10000
RandomForest,GaussianCopula,0.8194,0.8287,0.8194,0.8011,,,0.5125,0.5528,0.25,,,,50,10000
RandomForest,TVAE,0.6042,0.5613,0.6042,0.5773,,,-0.0312,-0.0324,0.25,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.25,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.25,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.25,,,,50,10000
DecisionTree,CTGAN,0.3681,0.5174,0.3681,0.3546,,,-0.0629,-0.093,0.3,,,,50,10000
DecisionTree,GaussianCopula,0.7083,0.7083,0.7083,0.7083,,,0.3127,0.3127,0.3,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.3,,,,50,10000
KNN,CTGAN,0.4444,0.5804,0.4444,0.4525,,,0.0069,0.0088,0.3,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.3,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50,10000
LogisticRegression,CTGAN,0.4028,0.5344,0.4028,0.4088,,,-0.0574,-0.0746,0.3,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.3,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.3,,,,50,10000
RandomForest,CTGAN,0.3611,0.5213,0.3611,0.3358,,,-0.0508,-0.0806,0.3,,,,50,10000
RandomForest,GaussianCopula,0.7708,0.7746,0.7708,0.7381,,,0.3578,0.4096,0.3,,,,50,10000
RandomForest,TVAE,0.5694,0.5458,0.5694,0.5562,,,-0.069,-0.0696,0.3,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.3,,,,50,10000
DecisionTree,CTGAN,0.4653,0.5702,0.4653,0.4826,,,-0.0095,-0.011,0.35,,,,50,10000
DecisionTree,GaussianCopula,0.7292,0.7309,0.7292,0.73,,,0.3659,0.3659,0.35,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.35,,,,50,10000
KNN,CTGAN,0.6597,0.5945,0.6597,0.6047,,,0.0318,0.0376,0.35,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.35,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.35,,,,50,10000
LogisticRegression,CTGAN,0.6736,0.5689,0.6736,0.5807,,,-0.0059,-0.0097,0.35,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.35,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.35,,,,50,10000
RandomForest,CTGAN,0.6736,0.5407,0.6736,0.5704,,,-0.023,-0.0435,0.35,,,,50,10000
RandomForest,GaussianCopula,0.7569,0.749,0.7569,0.7265,,,0.3291,0.3666,0.35,,,,50,10000
RandomForest,TVAE,0.5556,0.5719,0.5556,0.5629,,,-0.0088,-0.0088,0.35,,,,50,10000
SVM,CTGAN,0.6875,0.5845,0.6875,0.5778,,,0.0037,0.0088,0.35,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.35,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.35,,,,50,10000
DecisionTree,CTGAN,0.4236,0.5015,0.4236,0.4462,,,-0.1466,-0.16,0.4,,,,50,10000
DecisionTree,GaussianCopula,0.7014,0.6995,0.7014,0.7004,,,0.2919,0.2919,0.4,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.4,,,,50,10000
KNN,CTGAN,0.5694,0.5241,0.5694,0.5428,,,-0.1138,-0.1176,0.4,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.4,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.4,,,,50,10000
LogisticRegression,CTGAN,0.6736,0.5407,0.6736,0.5704,,,-0.023,-0.0435,0.4,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.4,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.4,,,,50,10000
RandomForest,CTGAN,0.6944,0.6369,0.6944,0.5815,,,0.0174,0.0501,0.4,,,,50,10000
RandomForest,GaussianCopula,0.7986,0.8034,0.7986,0.7766,,,0.4523,0.4927,0.4,,,,50,10000
RandomForest,TVAE,0.5486,0.5624,0.5486,0.555,,,-0.0308,-0.0309,0.4,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.4,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.4,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.4,,,,50,10000
DecisionTree,CTGAN,0.4583,0.544,0.4583,0.479,,,-0.0604,-0.0671,0.45,,,,50,10000
DecisionTree,GaussianCopula,0.7153,0.7209,0.7153,0.7178,,,0.3417,0.3421,0.45,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.45,,,,50,10000
KNN,CTGAN,0.6389,0.588,0.6389,0.6022,,,0.025,0.027,0.45,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.45,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.45,,,,50,10000
LogisticRegression,CTGAN,0.5764,0.5433,0.5764,0.5572,,,-0.0733,-0.0747,0.45,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.45,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.45,,,,50,10000
RandomForest,CTGAN,0.5764,0.5564,0.5764,0.5652,,,-0.0447,-0.045,0.45,,,,50,10000
RandomForest,GaussianCopula,0.7778,0.7892,0.7778,0.744,,,0.3725,0.4331,0.45,,,,50,10000
RandomForest,TVAE,0.6042,0.5743,0.6042,0.5862,,,-0.0029,-0.003,0.45,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.45,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.45,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.45,,,,50,10000
DecisionTree,CTGAN,0.5556,0.6032,0.5556,0.5713,,,0.0604,0.0626,0.5,,,,50,10000
DecisionTree,GaussianCopula,0.7292,0.7385,0.7292,0.733,,,0.3815,0.3827,0.5,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.5,,,,50,10000
KNN,CTGAN,0.6111,0.6111,0.6111,0.6111,,,0.0836,0.0836,0.5,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.5,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.5,,,,50,10000
LogisticRegression,CTGAN,0.4514,0.5607,0.4514,0.4678,,,-0.0252,-0.0298,0.5,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.5,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.5,,,,50,10000
RandomForest,CTGAN,0.4861,0.6238,0.4861,0.4957,,,0.0724,0.0907,0.5,,,,50,10000
RandomForest,GaussianCopula,0.7917,0.7882,0.7917,0.7735,,,0.4456,0.4725,0.5,,,,50,10000
RandomForest,TVAE,0.5764,0.5737,0.5764,0.575,,,-0.0046,-0.0046,0.5,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.5,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.5,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.5,,,,50,10000
DecisionTree,CTGAN,0.4583,0.5713,0.4583,0.4738,,,-0.0072,-0.0085,0.55,,,,50,10000
DecisionTree,GaussianCopula,0.6944,0.7025,0.6944,0.698,,,0.2979,0.2985,0.55,,,,50,10000
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467,0.55,,,,50,10000
KNN,CTGAN,0.6597,0.6015,0.6597,0.6111,,,0.0465,0.0532,0.55,,,,50,10000
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722,0.55,,,,50,10000
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.55,,,,50,10000
LogisticRegression,CTGAN,0.6458,0.662,0.6458,0.6525,,,0.201,0.2023,0.55,,,,50,10000
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922,0.55,,,,50,10000
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359,0.55,,,,50,10000
RandomForest,CTGAN,0.6597,0.6449,0.6597,0.6508,,,0.1608,0.162,0.55,,,,50,10000
RandomForest,GaussianCopula,0.7639,0.7573,0.7639,0.7362,,,0.3531,0.3888,0.55,,,,50,10000
RandomForest,TVAE,0.5694,0.5581,0.5694,0.5634,,,-0.041,-0.0411,0.55,,,,50,10000
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.55,,,,50,10000
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.55,,,,50,10000
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0,0.55,,,,50,10000
